Тираж;Дата;Время;∑ чисел выпавших;∑ чисел не выпавших;μ число;⌓ Медиана;Повторения чисел;σ² Дисперсия;σ СКО;↑ Макс;↓ Мин;Четных;Нечетных;Кол-во простых;Кол-во составных;Кол-во низких;Кол-во высоких;Кол-во треугольных;Кол-во квадратных;Кол-во зеркальных
1391;24.07.2026;12:01;58;1773;9,6667;11;да;45,2222;6,7247;19;1;2;4;1;3;6;0;4;2;2
1392;24.07.2026;13:01;69;1770;11,5;9,5;да;16,25;4,0311;18;7;3;3;1;5;6;0;1;3;3
1393;24.07.2026;14:01;59;1771;9,8333;10;да;45,8056;6,768;18;1;3;3;2;3;6;0;3;1;3
1394;24.07.2026;15:01;53;1777;8,8333;7,5;да;29,8056;5,4595;17;2;3;3;3;3;6;0;1;1;4
1395;24.07.2026;16:01;83;1747;13,8333;15,5;да;26,4722;5,1451;20;4;3;3;2;4;6;0;1;2;2
1396;24.07.2026;17:01;58;1772;9,6667;10,5;да;20,8889;4,5704;16;1;4;2;1;4;6;0;2;2;3
1397;24.07.2026;18:01;66;1773;11;9,5;да;18,3333;4,2817;18;5;2;4;1;5;6;0;2;2;3
1398;24.07.2026;19:01;95;1768;15,8333;15,5;да;3,1389;1,7717;18;13;3;3;1;5;6;0;2;1;0
1399;24.07.2026;20:01;71;1759;11,8333;9,5;нет;31,8056;5,6396;20;5;3;3;2;4;6;0;1;1;3
1400;24.07.2026;21:01;45;1785;7,5;7,5;да;24,9167;4,9917;14;1;3;3;2;3;6;0;2;2;4
1401;25.07.2026;12:01;55;1788;9,1667;11,5;да;28,1389;5,3046;15;1;1;5;3;2;6;0;4;1;2
1402;25.07.2026;13:01;59;1771;9,8333;10;нет;32,4722;5,6984;20;2;3;3;3;3;6;0;0;1;4
1403;25.07.2026;14:01;57;1773;9,5;9;да;36,25;6,0208;20;1;3;3;2;3;6;0;2;1;3
1404;25.07.2026;15:01;56;1779;9,3333;9,5;да;12,8889;3,5901;14;5;2;4;4;2;6;0;0;0;4
1405;25.07.2026;16:01;60;1781;10;10;да;28;5,2915;20;3;2;4;3;3;6;0;2;1;5
1406;25.07.2026;17:01;70;1760;11,6667;14;нет;46,5556;6,8232;19;1;2;4;2;3;6;0;2;2;2
1407;25.07.2026;18:01;69;1768;11,5;11;да;42,9167;6,5511;20;2;3;3;3;3;6;0;1;0;3
1408;25.07.2026;19:01;88;1758;14,6667;16;да;21,8889;4,6786;20;7;4;2;2;4;6;0;1;2;1
1409;25.07.2026;20:01;74;1761;12,3333;13,5;да;31,8889;5,647;20;5;2;4;4;2;6;0;0;0;2
1410;25.07.2026;21:01;55;1784;9,1667;9;нет;10,4722;3,2361;15;4;3;3;0;6;6;0;2;3;4
1411;26.07.2026;12:01;49;1781;8,1667;9;да;16,1389;4,0173;13;2;5;1;2;4;6;0;1;1;3
1412;26.07.2026;13:01;49;1796;8,1667;7,5;да;11,1389;3,3375;15;4;3;3;2;4;6;0;1;1;5
1413;26.07.2026;14:01;54;1776;9;9;да;16,3333;4,0414;15;3;2;4;3;3;6;0;3;0;4
1414;26.07.2026;15:01;50;1780;8,3333;7,5;да;29,8889;5,4671;17;2;2;4;5;1;6;0;2;0;3
1415;26.07.2026;16:01;67;1769;11,1667;10;да;37,4722;6,1215;20;4;5;1;1;5;6;0;2;1;3
1416;26.07.2026;17:01;60;1770;10;9;да;34,3333;5,8595;18;2;4;2;3;3;6;0;1;0;3
1417;26.07.2026;18:01;63;1767;10,5;10,5;нет;34,25;5,8523;19;3;3;3;2;4;6;0;1;3;3
1418;26.07.2026;19:01;99;1748;16,5;17;да;7,5833;2,7538;20;11;3;3;3;3;6;0;0;1;1
1419;26.07.2026;20:01;49;1781;8,1667;6,5;нет;22,4722;4,7405;15;3;3;3;2;4;6;0;2;1;4
1420;26.07.2026;21:01;69;1761;11,5;12;да;25,5833;5,058;20;5;3;3;3;3;6;0;1;0;3
1421;27.07.2026;12:01;63;1767;10,5;10;да;36,9167;6,0759;20;2;3;3;3;3;6;0;2;0;3
1422;27.07.2026;13:01;43;1788;7,1667;4;да;48,4722;6,9622;19;1;3;3;2;2;6;0;3;2;4
1423;27.07.2026;14:01;52;1781;8,6667;9;нет;21,8889;4,6786;15;3;0;6;5;1;6;0;3;0;4
1424;27.07.2026;15:01;72;1758;12;11,5;да;21,3333;4,6188;19;5;2;4;3;3;6;0;1;2;2
1425;27.07.2026;16:01;71;1759;11,8333;12,5;да;33,8056;5,8143;19;3;3;3;3;3;6;0;2;0;2
1426;27.07.2026;17:01;39;1791;6,5;6,5;да;14,9167;3,8622;12;1;3;3;2;3;6;0;3;1;4
1427;27.07.2026;18:01;50;1783;8,3333;5,5;да;35,2222;5,9348;17;3;2;4;4;2;6;0;2;2;4
1428;27.07.2026;19:01;51;1787;8,5;8;да;35,5833;5,9652;17;1;3;3;2;3;6;0;2;1;4
1429;27.07.2026;20:01;48;1796;8;8,5;да;33;5,7446;14;1;4;2;2;3;6;0;1;2;3
1430;27.07.2026;21:01;48;1785;8;4,5;да;49,3333;7,0238;20;1;2;4;2;3;6;0;5;1;4
1431;28.07.2026;12:01;56;1775;9,3333;10;да;49,5556;7,0396;19;1;2;4;1;3;6;0;4;2;3
1432;28.07.2026;13:01;73;1757;12,1667;14;да;30,1389;5,4899;19;3;1;5;4;2;6;0;2;1;2
1433;28.07.2026;14:01;48;1792;8;9;да;20,3333;4,5092;15;1;4;2;0;5;6;0;4;2;3
1434;28.07.2026;15:01;75;1772;12,5;14;да;19,9167;4,4628;17;6;1;5;4;2;6;0;2;0;2
1435;28.07.2026;16:01;45;1785;7,5;8;нет;25,5833;5,058;14;1;3;3;3;2;6;0;1;1;4
1436;28.07.2026;17:01;73;1776;12,1667;14;да;44,8056;6,6937;19;3;1;5;5;1;6;0;1;1;3
1437;28.07.2026;18:01;61;1769;10,1667;11;да;34,4722;5,8713;19;1;3;3;2;3;6;0;2;1;2
1438;28.07.2026;19:01;64;1779;10,6667;12,5;да;14,8889;3,8586;15;4;2;4;3;3;6;0;1;1;2
1439;28.07.2026;20:01;90;1740;15;15;да;9,3333;3,055;20;11;4;2;2;4;6;0;0;1;1
1440;28.07.2026;21:01;69;1761;11,5;12,5;да;38,9167;6,2383;19;2;3;3;3;3;6;0;1;2;3
1441;29.07.2026;12:01;75;1755;12,5;14;да;32,9167;5,7373;20;4;3;3;2;4;6;0;2;1;2
1442;29.07.2026;13:01;43;1792;7,1667;5;да;30,4722;5,5202;18;1;3;3;2;3;6;0;2;2;4
1443;29.07.2026;14:01;43;1787;7,1667;6;да;24,1389;4,9131;15;1;1;5;3;2;6;0;3;1;4
1444;29.07.2026;15:01;75;1755;12,5;13,5;да;42,9167;6,5511;20;1;3;3;1;4;6;0;2;2;2
1445;29.07.2026;16:01;65;1765;10,8333;10,5;да;13,4722;3,6704;17;5;1;5;4;2;6;0;1;1;3
1446;29.07.2026;17:01;30;1806;5;5;да;5,3333;2,3094;9;2;4;2;2;4;6;0;3;2;6
1447;29.07.2026;18:01;60;1770;10;12,5;да;34,6667;5,8878;16;1;2;4;2;3;6;0;3;2;3
1448;29.07.2026;19:01;59;1771;9,8333;8,5;да;34,1389;5,8429;20;2;5;1;2;4;6;0;2;0;3
1449;29.07.2026;20:01;54;1780;9;6;да;40,6667;6,377;20;3;4;2;1;5;6;0;2;2;4
1450;29.07.2026;21:01;55;1775;9,1667;9;да;43,8056;6,6186;17;1;3;3;2;3;6;0;2;3;3
1451;30.07.2026;12:01;65;1765;10,8333;10,5;да;21,8056;4,6696;19;4;3;3;2;4;6;0;0;2;3
1452;30.07.2026;13:01;61;1769;10,1667;9,5;да;21,1389;4,5977;19;5;3;3;2;4;6;0;2;1;3
1453;30.07.2026;14:01;57;1776;9,5;7;да;46,9167;6,8496;20;3;3;3;3;3;6;0;3;1;3
1454;30.07.2026;15:01;68;1762;11,3333;10,5;да;31,8889;5,647;20;5;4;2;2;4;6;0;1;1;3
1455;30.07.2026;16:01;68;1772;11,3333;12;да;19,2222;4,3843;16;3;4;2;1;5;6;0;4;1;1
1456;30.07.2026;17:01;76;1763;12,6667;11,5;да;30,2222;5,4975;20;5;2;4;2;4;6;0;0;2;3
1457;30.07.2026;18:01;48;1782;8;7,5;нет;21;4,5826;16;2;4;2;3;3;6;0;0;2;5
1458;30.07.2026;19:01;55;1775;9,1667;8,5;да;27,8056;5,2731;17;2;3;3;4;2;6;0;1;0;4
1459;30.07.2026;20:01;69;1761;11,5;12,5;да;14,9167;3,8622;16;5;3;3;2;4;6;0;1;1;2
1460;30.07.2026;21:01;56;1786;9,3333;10,5;да;30,5556;5,5277;18;2;4;2;2;4;6;0;1;1;3
1461;31.07.2026;12:01;33;1797;5,5;4,5;да;14,25;3,7749;11;1;3;3;3;2;6;0;2;2;5
1462;31.07.2026;13:01;82;1748;13,6667;15,5;да;29,2222;5,4058;19;3;2;4;3;3;6;0;2;1;2
1463;31.07.2026;14:01;72;1770;12;12;да;38,3333;6,1914;20;1;4;2;0;5;6;0;1;2;2
1464;31.07.2026;15:01;50;1780;8,3333;8,5;да;9,8889;3,1447;13;4;2;4;3;3;6;0;0;2;5
1465;31.07.2026;16:01;66;1764;11;10,5;да;12,6667;3,559;16;6;4;2;1;5;6;0;3;1;3
1466;31.07.2026;17:01;51;1779;8,5;8;да;16,25;4,0311;16;3;3;3;2;4;6;0;3;2;4
1467;31.07.2026;18:01;85;1745;14,1667;14,5;да;25,1389;5,0139;20;5;3;3;3;3;6;0;0;1;1
1468;31.07.2026;19:01;79;1765;13,1667;14;да;20,8056;4,5613;18;4;5;1;1;5;6;0;0;1;1
1469;31.07.2026;20:01;75;1755;12,5;13,5;да;10,9167;3,304;16;6;3;3;2;4;6;0;2;1;2
1470;31.07.2026;21:01;67;1763;11,1667;11,5;да;23,1389;4,8103;17;3;3;3;3;3;6;0;2;1;2
1471;01.08.2026;12:01;87;1763;14,5;15,5;да;32,9167;5,7373;20;3;3;3;2;4;6;0;2;1;1
1472;01.08.2026;13:01;41;1790;6,8333;6;нет;31,8056;5,6396;17;1;3;3;1;3;6;0;3;3;4
1473;01.08.2026;14:01;71;1759;11,8333;11,5;нет;27,8056;5,2731;20;5;3;3;2;4;6;0;0;2;3
1474;01.08.2026;15:01;69;1761;11,5;10,5;да;31,5833;5,6199;19;4;3;3;3;3;6;0;0;1;3
1475;01.08.2026;16:01;65;1765;10,8333;12;да;25,1389;5,0139;18;3;3;3;3;3;6;0;2;0;3
1476;01.08.2026;17:01;57;1777;9,5;8;да;37,25;6,1033;18;3;5;1;1;5;6;0;1;3;3
